Bedrooms,Bathrooms,SquareFootageHouse,Location,Age,PoolQuality,HasPhotovoltaics,HeatingType,HasFiberglass,IsFurnished,DateSinceForSale,HouseColor,PreviousOwnerName,HasFireplace,KitchensQuality,BathroomsQuality,BedroomsQuality,LivingRoomsQuality,SquareFootageGarden,PreviousOwnerRating,HeatingCosts,WindowModelNames,Price
1.0,1.0,74.0,Urban,43.0,Good,False,Electricity,True,True,2023-08-08,Yellow,Stefan,False,Good,Poor,Excellent,Good,15.0,2.42,44.4,Aluminum 7HG,144.80494
1.0,1.0,44.0,Rural,51.0,None,True,Electricity,False,False,2023-04-30,,Stefan,False,Excellent,Poor,Excellent,Excellent,5.0,1.11,27.0,1P9F5 Steel OQTU6C,220.37495
2.0,1.0,77.0,Urban,,None,True,Oil,False,True,2022-03-14,White,Florian,False,Good,Poor,Poor,Excellent,5.0,1.52,,Aluminum AGKT9,134.51142
1.0,1.0,113.0,Suburbann,,None,True,Electricity,False,True,2021-08-19,Yellow,,False,Poor,Good,Poor,Good,5.0,2.56,67.2,Steel 6Q8K Window,125.6068
1.0,1.0,28.0,Rural,47.0,None,False,Gas,False,False,2020-10-03,White,Johanna,False,Excellent,Good,Excellent,Good,5.0,3.3,,EXUEN Wood LVQ,139.8491
1.0,2.0,128.0,Urban,63.0,Poor,,Gas,False,False,2023-04-20,White,Natalie,False,Excellent,Good,Poor,Excellent,11.0,3.14,,Wood 4YW Window,214.02923
,1.0,97.0,Rural,,Good,False,Oil Heating,True,False,2024-03-08,Yellow,Laura,False,Excellent,Good,Good,Excellent,15.0,3.07,,ZKMUBCW Steel CJB Window,395.11955
,,32.0,,62.0,None,,Gas,False,False,2022-12-14,,Stefan,False,Excellent,Poor,Good,Good,5.0,3.79,,DRC8CNM Steel 0GC2,83.60523
1.0,2.0,93.0,Suburbann,40.0,None,True,Oil Heating,False,True,2022-06-27,White,Andreas,False,Excellent,Good,Excellent,Poor,5.0,2.04,,HHIITDV Steel 4BJ Window,172.19721
,2.0,109.0,Rural,-1.0,Poor,False,Oil,True,True,2021-05-07,Green,Theresa,False,Excellent,Poor,Excellent,Good,11.0,2.89,,5FL Aluminum X95L Window,330.91001
,1.0,27.0,Rural,39.0,Good,False,Electricity,True,True,2022-12-30,,Sabrina,False,Poor,Poor,Good,Excellent,15.0,2.63,15.0,Steel G8J0K,275.8755
4.0,,131.0,Urban,55.0,Excellent,,Gas,False,True,2023-10-28,Yellow,Denis,False,Poor,Excellent,Excellent,Excellent,39.0,2.6,131.0,Steel 0XTCXU5 Window,419.30301
2.0,1.0,65.0,Suburban,42.0,None,False,Electric,True,False,2022-01-14,Gray,Stefan,False,Excellent,Good,Excellent,Poor,5.0,1.08,39.6,88ZYA3G Aluminum R2Q47B4 Window,56.20025
1.0,1.0,40.0,Rural,,None,True,Gas,False,True,2020-02-09,Green,Martin,False,Poor,Excellent,Excellent,Good,5.0,2.34,,Steel 1C6J,231.85337
3.0,4.0,136.0,Rural,55.0,Excellent,False,Electric,True,True,2020-12-19,Green,Maria,False,Good,Good,Good,Poor,39.0,1.91,82.2,B75KG Wood GI0,436.12592
2.0,2.0,95.0,Urban,64.0,Excellent,False,Electricity,False,True,2021-02-04,Yellow,Natalie,False,Excellent,Good,Good,Poor,39.0,2.1,,Aluminum PNXPST7,202.23533
2.0,1.0,66.0,Rural,,None,False,Electricity,False,True,2022-02-23,Green,Florian,False,Good,Good,Good,Good,5.0,3.3,,Aluminum 1IC Window,120.92147
5.0,2.0,145.0,Rural,,None,False,Electricity,False,True,2021-07-20,White,Roman,False,Good,Good,Good,Excellent,5.0,3.6,87.0,Aluminum 0N7DS Window,246.79975
1.0,,73.0,Rural,50.0,None,,Gas,True,False,2023-01-31,,Johanna,False,Good,Excellent,Good,Poor,5.0,2.13,,2PIF77T Wood LQLNV Window,213.15657
5.0,2.0,132.0,Suburban,51.0,None,True,Oil,True,True,2020-06-25,,,False,Poor,Good,Excellent,Poor,5.0,3.35,209.6,Steel MT3D,203.95933
1.0,1.0,5394.0,Urban,41.0,None,,Gas,True,True,2021-07-23,Yellow,Maria,False,Good,Good,Excellent,Excellent,5.0,3.27,92.0,Steel E11L4,258.05102
1.0,1.0,40.0,Rural,65.0,None,,Oil,False,True,2020-03-31,White,Roman,False,Excellent,Good,Poor,Excellent,5.0,2.45,,AYD2 Wood GRPHY,192.73179
,1.0,23.0,Rural,48.0,Good,False,Oil,False,True,2022-04-26,Green,Theresa,False,Excellent,Good,Excellent,Excellent,15.0,2.33,,Wood PQTI5K8,225.44804
1.0,1.0,20.0,Rural,40.0,,True,Electricity,True,False,2021-05-15,White,Daniel,False,Good,Good,Good,Good,15.0,3.28,,YI8 Wood NMPWWX,163.84881
2.0,1.0,91.0,Rural,30.0,Good,,Electric,True,True,2022-04-10,Yellow,Florian,False,Good,Good,Good,Poor,15.0,2.83,,ZAZ40 Aluminum SER Window,223.40267
1.0,1.0,73.0,Urban,49.0,None,False,Gas,False,False,2020-12-21,White,Denis,False,Good,Excellent,Excellent,Excellent,5.0,2.12,,DJF7 Steel RFF8B0W Window,186.46799
,3.0,133.0,Suburbann,52.0,None,,Oil Heating,False,True,2021-10-19,Green,Theresa,False,Good,Good,Poor,Good,5.0,1.56,211.2,7V2 Wood LY238D,168.46049
2.0,2.0,96.0,Suburban,56.0,None,,Electricity,False,True,2020-07-30,White,Denis,False,Good,Good,Poor,Good,5.0,3.46,58.2,HTDZXV6 Steel 6RYX6F Window,128.21849
1.0,1.0,83.0,,,,True,Gas,False,True,2021-07-17,,Denis,False,Good,Excellent,Excellent,Excellent,39.0,1.97,82.0,2VQ0K2 Steel IKYXAE,317.67658
1.0,1.0,-821.0,Suburban,40.0,None,,Gas,False,True,2020-04-11,Yellow,Andreas,False,Good,Poor,Good,Good,5.0,3.78,,BGK6JV Wood 3V2LZ,88.9222
1.0,1.0,20.0,Suburban,51.0,Good,False,Oil,False,True,2021-08-29,,Lukas,False,Good,Excellent,Poor,Poor,15.0,1.44,32.0,495OXV Wood QAD,79.19984
1.0,2.0,61.0,Urban,1.0,None,,Oil Heating,False,True,2021-08-20,Gray,,False,Excellent,Good,Good,Good,5.0,2.73,,Wood CPRWJI,193.68328
1.0,1.0,58.0,Rural,48.0,Excellent,,Electricity,True,True,2023-04-09,Gray,Florian,False,Poor,Poor,Poor,Good,39.0,1.05,,LKJQL Steel RJ1FCR,387.58309
,1.0,24.0,,44.0,Good,True,Electricity,False,True,2020-10-22,Gray,Maria,False,Excellent,Excellent,Excellent,Good,15.0,3.02,13.8,Wood 7LF2K,144.38514
2.0,2.0,63.0,Rural,51.0,None,False,Oil,True,True,2023-04-03,Gray,Theresa,False,Good,Excellent,Good,Excellent,5.0,2.44,100.8,CMC Aluminum OPR Window,221.81562
1.0,2.0,74.0,Suburbann,47.0,None,True,Electricity,False,True,2021-10-24,Green,Maria,False,Good,Good,Excellent,Good,5.0,1.81,43.8,Wood HDH,94.28857
3.0,3.0,118.0,Suburbann,67.0,None,False,Electric,True,True,2023-02-01,Gray,Denis,False,Good,Poor,Excellent,Excellent,5.0,2.47,,8NWR6O Aluminum UHS97K,102.72183
1.0,2.0,118.0,Urban,32.0,None,,Gas,True,False,2022-02-25,Green,Roman,False,Poor,Poor,Good,Good,5.0,3.29,,55LWUS Aluminum RWHY,143.43541
,2.0,95.0,Suburbann,43.0,None,True,Oil,False,True,2023-12-01,Green,Daniel,False,Excellent,Excellent,Poor,Good,5.0,1.94,152.0,Aluminum 4H4 Window,114.46324
2.0,1.0,87.0,Rural,19.0,Good,,Electricity,True,True,2022-07-30,White,Andreas,False,Poor,Excellent,Poor,Good,15.0,2.5,,X4YIV8 Steel RLLPE,366.28013
2.0,1.0,94.0,Rural,,None,False,Oil Heating,True,False,2021-05-31,Gray,Florian,False,Poor,Good,Poor,Good,5.0,2.26,,Steel BUYZTMH Window,307.90612
2.0,2.0,111.0,Rural,46.0,None,False,Gas,False,True,2020-08-24,White,Daniel,False,Good,Excellent,Good,Good,5.0,2.24,,Aluminum VRAMNG5,230.98124
1.0,1.0,25.0,,57.0,None,,Oil Heating,False,True,2023-10-14,,Theresa,False,Excellent,Good,Excellent,Excellent,5.0,2.36,40.0,Aluminum 77TTKO1,85.16786
1.0,1.0,45.0,Urban,65.0,Good,True,Oil,True,True,2022-11-11,Yellow,Laura,False,Excellent,Poor,Excellent,Good,15.0,3.08,,PGT Aluminum Z91T3 Window,142.31835
1.0,1.0,51.0,Rural,54.0,None,False,Gas,False,False,2024-01-26,White,Maria,False,Excellent,Poor,Good,Good,5.0,3.69,,01HS2W Steel SL2YEFS Window,231.08186
1.0,1.0,33.0,Urban,26.0,None,False,Oil Heating,False,True,2021-09-14,Green,Theresa,False,Excellent,Excellent,Excellent,Good,5.0,2.89,,EAES0 Aluminum 5AI,97.46902
,2.0,147.0,Rural,47.0,None,False,Electricity,True,True,2024-01-11,Green,Florian,False,Poor,Excellent,Good,Excellent,5.0,1.73,89.4,Steel DLA5,431.77409
1.0,1.0,31.0,Rural,53.0,None,True,Gas,False,False,2022-02-11,White,Lukas,False,Excellent,Good,Good,Good,5.0,3.27,,O3FV31G Wood QI7L,143.65855
1.0,2.0,79.0,Suburbann,1.0,Excellent,False,Electricity,False,True,2022-03-05,Green,Andreas,False,Excellent,Poor,Good,Excellent,39.0,1.73,,Steel 1O283DY Window,190.53433
1.0,4.0,145.0,,,None,False,Oil,False,False,2021-11-28,,Natalie,False,Poor,Good,Excellent,Excellent,5.0,1.95,230.4,64YL Aluminum YBP8B Window,209.31057
1.0,1.0,58.0,Urban,38.0,None,False,Electricity,False,True,2020-01-12,Yellow,Maria,False,Excellent,Excellent,Good,Poor,5.0,1.29,,U7QZXNQ Wood RJIVCC5,134.65534
2.0,1.0,89.0,Urban,63.0,None,False,Gas,False,True,2021-12-28,,Florian,False,Good,Poor,Poor,Excellent,5.0,1.74,90.0,Aluminum Q2H,126.5031
2.0,2.0,95.0,Suburbann,34.0,None,,Oil Heating,False,False,2023-11-29,Yellow,Roman,False,Good,Excellent,Good,Good,5.0,1.87,153.6,AVZOPC6 Wood ICH Window,126.35831
1.0,2.0,92.0,Suburban,54.0,Good,False,Electricity,True,False,2022-12-23,,Laura,False,Good,Good,Good,Poor,15.0,2.6,,Steel J55MNIY Window,130.38833
1.0,1.0,25.0,Urban,56.0,None,False,Gas,False,True,2020-09-27,White,Andreas,False,Excellent,Good,Excellent,Good,5.0,3.84,25.0,Steel E2W,164.56972
1.0,2.0,105.0,Suburbann,59.0,None,False,Electric,False,True,2022-08-15,,Natalie,False,Good,Good,Poor,Excellent,5.0,4.63,,Aluminum DNR,76.55011
1.0,1.0,51.0,Urban,,Poor,False,Electric,True,True,2021-12-11,,Lukas,False,Poor,Good,Good,Good,11.0,3.68,,Steel KSJ5UQ7 Window,192.22172
1.0,1.0,28.0,Rural,44.0,Good,False,Oil,False,False,2022-05-11,Yellow,Andreas,False,Excellent,Poor,Excellent,Good,15.0,4.02,,Wood ENU,184.83426
1.0,2.0,85.0,Rural,60.0,None,False,Electricity,False,True,2020-07-15,White,Roman,False,Good,Poor,Good,Excellent,5.0,3.65,51.6,AJSWI6 Steel RO226,284.59407
2.0,3.0,102.0,Suburbann,51.0,Excellent,False,Oil,False,True,2022-02-07,,,False,Excellent,Good,Poor,Poor,39.0,2.76,163.2,YCU9JAQ Steel 41I Window,227.68496
1.0,2.0,64.0,Suburban,30.0,Poor,False,Electric,False,True,2020-11-18,Green,Sabrina,False,Excellent,Good,Good,Good,11.0,1.69,,1UT0X Wood UR8EYT,99.05914
1.0,1.0,85.0,Suburbann,59.0,None,False,Electric,True,True,2023-01-12,,Sabrina,False,Good,Poor,Good,Good,5.0,1.64,50.4,6IHP8 Steel U4G,130.10077
1.0,1.0,57.0,Urban,60.0,Poor,False,Electric,True,False,2020-04-23,Gray,Sandra,False,Good,Good,Good,Excellent,11.0,2.96,34.2,Wood E4TST3,129.07335
1.0,2.0,104.0,Rural,47.0,None,,Oil,False,True,2022-06-23,Yellow,Johanna,False,Good,Good,Poor,Good,5.0,2.17,,Aluminum WZG4ZS,258.2259
1.0,1.0,34.0,Urban,39.0,None,False,Oil,False,True,2022-08-25,Green,Florian,False,Good,Excellent,Excellent,Good,5.0,2.45,,5U7 Steel TRKMQP9 Window,200.60152
1.0,1.0,73.0,Urban,45.0,Good,,Gas,False,False,2023-09-11,Gray,Johanna,False,Good,Poor,Excellent,Poor,15.0,2.37,,Steel WGR,207.17645
1.0,2.0,110.0,Suburban,62.0,Good,False,Oil,False,True,2021-10-30,Green,Johanna,False,Good,Excellent,Excellent,Excellent,15.0,3.33,174.4,Wood 2H67KK Window,172.41611
1.0,1.0,49.0,Suburban,,Excellent,False,Gas,False,True,2021-02-27,,Laura,False,Excellent,Excellent,Excellent,Excellent,39.0,1.68,48.0,HP71YO Aluminum FOLP,107.59215
1.0,1.0,39.0,,58.0,None,False,Gas,True,True,2021-04-03,White,Sabrina,False,Good,Good,Excellent,Poor,5.0,1.84,39.0,Wood AQZ2PO,184.00297
1.0,1.0,38.0,Suburban,63.0,None,False,Gas,True,True,2021-03-12,Green,Maria,False,Good,Excellent,Poor,Good,5.0,2.26,37.0,Steel LTWHCN,106.4057
1.0,1.0,25.0,Suburban,48.0,None,,Oil Heating,False,False,2020-10-17,,Andreas,False,Good,Poor,Good,Good,5.0,2.91,,7DK Wood LBZDY8C,54.50062
1.0,1.0,27.0,Urban,,None,,Oil,True,False,2022-08-02,Green,Roman,False,Good,Good,Poor,Good,5.0,3.21,,5C3S5 Aluminum LI5BBIM Window,55.80062
1.0,1.0,36.0,Suburban,23.0,Good,,Oil Heating,False,True,2020-10-18,,Sabrina,False,Poor,Excellent,Excellent,Good,15.0,2.42,59.2,6X8LR7D Steel 2JS0I,133.1619
1.0,1.0,107.0,Suburbann,31.0,None,False,Oil,False,True,2023-07-09,Gray,Natalie,False,Good,Poor,Good,Good,5.0,2.23,169.6,Wood BYY3K9 Window,147.41645
1.0,1.0,81.0,Suburban,,None,False,Gas,True,True,2024-02-28,Yellow,Johanna,False,Poor,Good,Excellent,Good,5.0,2.16,-966.0,Aluminum PQFTS8D Window,1550.8596
1.0,,84.0,Suburbann,56.0,None,,Gas,True,True,2021-05-07,White,Natalie,False,Good,Poor,Poor,Good,5.0,3.58,,N4J Steel UYX Window,135.46488
,,,,,,,,,,,,,,,,,,,,,,
1.0,1.0,47.0,Rural,49.0,None,False,Electric,True,True,2022-11-08,Yellow,Roman,False,Excellent,Poor,Good,Excellent,5.0,4.57,29.4,Aluminum VCHX Window,129.52638
1.0,,48.0,Suburbann,,Good,,Gas,False,False,2021-09-05,Yellow,Johanna,False,Good,Good,Good,Good,15.0,1.71,,D2SAC Aluminum 87GJV Window,52.59971
2.0,3.0,137.0,Urban,57.0,None,False,Oil,False,False,2023-07-14,White,,False,Good,Excellent,Good,Good,5.0,3.47,,Steel WMN,302.35209
1.0,1.0,64.0,,35.0,Good,,Gas,False,True,2022-06-23,Gray,,False,Excellent,Excellent,Good,Excellent,15.0,2.7,63.0,Steel 89AHIWI,359.36849
2.0,1.0,75.0,Rural,63.0,None,False,Oil Heating,True,False,2020-07-31,Yellow,Natalie,False,Excellent,Good,Excellent,Excellent,5.0,4.22,120.0,WOOLMNR Wood 6R2S,248.1329
1.0,1.0,25.0,Urban,48.0,None,False,Oil Heating,True,True,2024-01-16,Yellow,Laura,False,Good,Good,Good,Good,5.0,1.64,40.0,Aluminum 180 Window,80.96555
,2.0,71.0,,6.0,,False,Electric,True,False,2020-03-11,,Andreas,False,Good,Poor,Poor,Excellent,5.0,2.83,,U3M Aluminum 8QESRBL Window,57.31422
1.0,3.0,112.0,Urban,,None,True,Oil,False,True,2021-08-01,White,Roman,False,Good,Excellent,Good,Good,5.0,3.01,,Steel KG5P2WX,296.07807
3.0,2.0,123.0,Urban,71.0,Good,False,Gas,False,True,2022-12-26,,Daniel,False,Poor,Excellent,Excellent,Excellent,15.0,1.37,,QH3VY Aluminum WILUEP,225.20442
2.0,1.0,97.0,Rural,70.0,None,,Gas,False,False,2021-06-01,,Sandra,False,Excellent,Excellent,Good,Excellent,5.0,1.26,,Steel PEW7T8,295.85392
1.0,1.0,25.0,Suburbann,47.0,Poor,,Oil Heating,False,False,2022-05-04,Gray,Johanna,False,Good,Good,Good,Good,11.0,2.27,38.4,NIT Aluminum 9T4F Window,41.0331
2.0,1.0,62.0,Rural,69.0,None,False,Oil,True,False,2023-07-22,Yellow,,False,Excellent,Good,Good,Excellent,5.0,1.78,,A7M Steel QZUDE Window,298.56604
1.0,1.0,49.0,Rural,45.0,None,False,Gas,False,True,2020-10-22,White,Sabrina,False,Good,Good,Excellent,Excellent,5.0,3.39,49.0,AJLA Wood SSLRCD2,202.44114
,1.0,97.0,Suburbann,54.0,None,,Gas,False,True,2022-08-04,White,Maria,False,Poor,Poor,Good,Poor,5.0,3.15,96.0,CGYBE Aluminum 9UC,76.01611
4.0,5.0,136.0,Urban,26.0,Excellent,False,Gas,False,False,2021-09-26,Gray,Stefan,False,Good,Good,Excellent,Poor,39.0,2.43,135.0,SZR Wood T2QH575,298.76141
,2.0,145.0,Urban,22.0,Excellent,False,Electric,True,False,2021-10-24,Gray,Daniel,False,Poor,Excellent,Poor,Poor,39.0,1.1,,LYU8XXK Aluminum C4W9QL Window,217.42352
1.0,,110.0,Rural,56.0,Good,True,Electricity,True,True,2020-11-18,Yellow,Sabrina,False,Excellent,Poor,Poor,Good,15.0,2.83,65.4,4NCFYK4 Wood W42 Window,301.78993
2.0,1.0,61.0,Rural,56.0,None,True,Gas,False,True,2020-01-20,Green,Sandra,False,Excellent,Excellent,Good,Good,5.0,2.78,63.0,Wood SUD Window,4419.125
1.0,3.0,132.0,Rural,23.0,Excellent,False,Oil Heating,False,False,2021-01-14,Gray,,False,Excellent,Good,Poor,Excellent,39.0,1.04,,Wood LP6N5 Window,443.21209
5.0,2.0,136.0,Urban,52.0,None,,Electricity,False,True,2023-09-17,White,Natalie,False,Good,Good,Good,Good,5.0,1.49,81.0,SPW78P0 Aluminum 112FD0R Window,181.13478
2.0,2.0,124.0,Rural,49.0,None,,Gas,False,True,2021-02-13,,Roman,False,Good,Good,Excellent,Excellent,5.0,3.07,,Aluminum TTD9 Window,261.14097
3.0,3.0,108.0,Suburbann,,None,,Oil Heating,False,False,2023-05-06,White,,False,Good,Excellent,Excellent,Good,5.0,3.76,,2J1R14 Steel KDK,158.82802
2.0,3.0,115.0,Urban,31.0,None,False,Gas,True,True,2023-12-23,White,Laura,False,Excellent,Poor,Excellent,Excellent,5.0,3.78,,Aluminum ZZ1KZ1 Window,211.58192
1.0,1.0,47.0,Urban,21.0,None,False,Gas,True,False,2020-02-21,Gray,Natalie,False,Excellent,Excellent,Excellent,Good,5.0,2.07,48.0,Wood T9F Window,136.01576
1.0,2.0,86.0,Urban,,None,,Electric,False,False,2022-09-30,Green,Maria,False,Good,Excellent,Excellent,Good,5.0,3.08,50.4,Aluminum 8Q2L35G Window,96.4784
5.0,3.0,132.0,Urban,50.0,None,,Oil,False,True,2020-08-10,,Maria,False,Good,Excellent,Poor,Good,5.0,2.52,214.4,Steel E7FFEWI Window,344.72642
,1.0,77.0,Urban,,Good,,Oil Heating,False,True,2022-09-18,Yellow,,False,Excellent,Good,Excellent,Good,15.0,3.88,,L98M8 Aluminum LFZEAU Window,185.73349
3.0,3.0,108.0,Rural,28.0,None,True,Electric,False,False,2020-03-01,Green,Martin,False,Good,Good,Excellent,Good,5.0,2.91,,QTK098 Steel QYVE Window,288.42045
4.0,2.0,147.0,Suburbann,48.0,None,False,Oil Heating,False,False,2021-01-26,Gray,Florian,False,Good,Poor,Good,Good,5.0,1.04,235.2,HDFD7 Steel 4ZG Window,176.7402
1.0,1.0,70.0,Urban,,Good,,Oil,True,True,2021-04-18,White,Denis,False,Excellent,Poor,Good,Excellent,15.0,3.57,,U5NI Wood CV2X Window,221.29023
1.0,1.0,31.0,Suburban,,Good,,Oil,True,True,2022-07-03,White,Andreas,False,Poor,Good,Good,Excellent,15.0,2.09,48.0,Wood 5SM1XV,92.83034
3.0,2.0,127.0,Suburbann,43.0,None,,Electricity,True,False,2020-05-31,Yellow,Theresa,False,Excellent,Good,Good,Good,5.0,1.94,76.2,RJLLK0A Steel GJG9F,134.08441
,1.0,51.0,Suburbann,34.0,None,False,Electric,False,True,2023-08-24,,Sabrina,False,Poor,Excellent,Poor,Excellent,5.0,2.26,,Aluminum 7YP4,49.91166
1.0,1.0,29.0,Urban,53.0,Good,False,Oil,False,True,2023-10-20,White,Sabrina,False,Excellent,Good,Good,Excellent,15.0,3.43,,OIWO Wood XGG Window,170.20092
3.0,,123.0,Rural,68.0,None,,Electric,False,False,2023-03-25,Green,Lukas,False,Good,Good,Excellent,Good,5.0,3.42,,IUURO Steel DHAD,309.36217
,2.0,86.0,Rural,38.0,None,,Electric,True,False,2020-09-18,Yellow,Stefan,False,Good,Poor,Good,Good,5.0,4.9,52.2,Wood PWC Window,199.43672
,1.0,94.0,Urban,,Poor,,Electric,True,False,2022-04-25,Green,Stefan,False,Poor,Good,Good,Good,11.0,3.41,55.8,Steel 4MSRL6,196.96659
2.0,1.0,94.0,Urban,65.0,None,False,Oil,False,True,2020-09-16,White,Andreas,False,Good,Poor,Poor,Good,5.0,1.93,,I2Z Wood ZPKD,201.07691
,2.0,110.0,Rural,,Good,False,Gas,False,True,2022-02-18,White,,False,Poor,Excellent,Good,Poor,15.0,2.39,,Wood 6GV2L,322.36313
,2.0,71.0,Urban,43.0,None,,Gas,True,False,2023-06-06,Yellow,Florian,False,Excellent,Good,Good,Excellent,5.0,4.58,,Steel AM0IX7 Window,214.0634
1.0,1.0,29.0,Rural,,Good,True,Gas,False,True,2020-02-08,Green,Martin,False,Good,Excellent,Poor,Good,15.0,2.89,28.0,Steel F8FJ,241.81382
1.0,1.0,40.0,Rural,,None,False,Oil,True,True,2020-04-12,,Johanna,False,Good,Poor,Excellent,Poor,5.0,2.72,60.8,Steel PDH6,249.95712
2.0,3.0,125.0,Rural,65.0,None,True,Electric,False,True,2024-02-15,Green,Denis,False,Good,Excellent,Good,Excellent,5.0,2.46,75.6,Aluminum QPYFY3,241.21751
,1.0,41.0,Rural,,Poor,,Electric,True,False,2022-04-19,Gray,Roman,False,Excellent,Excellent,Good,Excellent,11.0,1.18,24.6,Wood J1Q,177.98912
,1.0,87.0,Urban,31.0,None,False,Oil Heating,False,False,2023-06-07,Green,,False,Good,Good,Good,Excellent,5.0,3.33,139.2,BGSC1Y Aluminum GOJ,145.14855
1.0,1.0,6179.0,Rural,28.0,None,True,Electric,False,True,2020-10-10,Yellow,Lukas,False,Good,Good,Poor,Good,5.0,4.77,,UA2H Wood FKI Window,151.37264
,1.0,38.0,Urban,32.0,Excellent,True,Oil,False,True,2021-04-21,Gray,Sabrina,False,Poor,Poor,Good,Poor,39.0,1.1,64.0,31A Steel R7KC9B Window,262.79185
2.0,1.0,144.0,Urban,,None,True,Oil Heating,True,False,2021-04-09,Gray,Andreas,False,Good,Excellent,Good,Good,5.0,1.01,230.4,F06 Wood ZCU9 Window,248.31193
1.0,1.0,30.0,Suburbann,55.0,None,,Gas,False,True,2022-04-20,White,Natalie,False,Good,Poor,Poor,Good,5.0,1.64,,BE5Y8I Aluminum 8HO,29.93705
2.0,,62.0,,22.0,Poor,True,Gas,False,False,2020-08-21,,Denis,False,Excellent,Poor,Good,Good,11.0,2.45,62.0,Wood 07LO3,148.01296
1.0,1.0,40.0,Rural,42.0,Good,False,Gas,True,False,2022-05-06,Green,Denis,False,Excellent,Good,Poor,Good,15.0,3.07,,I9WA Aluminum SQ9K,137.86218
2.0,3.0,127.0,Suburban,58.0,None,False,Oil Heating,False,True,2022-10-11,,Johanna,False,Excellent,Poor,Poor,Poor,5.0,3.06,203.2,Steel 0D40 Window,195.38397
2.0,2.0,78.0,,49.0,None,,Oil,False,True,2020-04-23,,Daniel,False,Good,Poor,Good,Good,5.0,2.83,,Aluminum MYRTKV Window,1697.5088
2.0,2.0,98.0,Urban,52.0,Excellent,,Electric,False,True,2021-04-29,Yellow,Florian,False,Poor,Good,Excellent,Poor,39.0,3.86,58.2,Aluminum 6ACGU2 Window,205.75416
,2.0,61.0,Rural,71.0,Good,False,Oil,False,True,2021-01-09,White,Roman,False,Poor,Excellent,Poor,Excellent,15.0,1.46,,XKCJ Wood D0W6Z,272.9707
1.0,,55.0,Urban,66.0,Good,False,Oil,False,True,2020-01-03,Yellow,,False,Good,Excellent,Poor,Poor,15.0,3.54,,Aluminum 8GP,122.52003
1.0,2.0,94.0,Suburbann,52.0,Good,True,Gas,True,True,2020-03-28,Green,Stefan,False,Poor,Good,Excellent,Good,15.0,1.64,,XHBW9V Steel 43JME2 Window,163.12344
3.0,2.0,103.0,Urban,31.0,Poor,True,Oil,False,True,2023-03-28,Yellow,Natalie,False,Poor,Good,Poor,Good,11.0,1.39,,Steel MT9V9UW Window,319.87624
,1.0,55.0,Urban,22.0,Good,False,Oil,False,True,2021-12-26,Gray,Daniel,False,Poor,Good,Poor,Excellent,15.0,2.41,86.4,Steel R7K1 Window,242.12784
1.0,1.0,50.0,Urban,,None,False,Gas,False,True,2023-03-02,,Andreas,False,Excellent,Good,Excellent,Excellent,5.0,2.16,50.0,Aluminum KAB,97.03195
1.0,1.0,84.0,Urban,18.0,,,Oil,False,True,2024-03-10,Yellow,Sabrina,False,Good,Poor,Good,Good,5.0,1.61,134.4,Wood AS0UCX,218.9558
1.0,1.0,37.0,Urban,65.0,None,,Electric,True,True,2021-02-21,White,Natalie,False,Good,Good,Poor,Poor,5.0,2.49,22.8,Wood K0MS1M,107.88382
1.0,2.0,94.0,Rural,28.0,None,,Gas,False,False,2022-09-24,Yellow,Theresa,False,Poor,Excellent,Good,Excellent,5.0,2.05,96.0,6BIG Wood 94Z,244.49826
1.0,1.0,-581.0,Rural,47.0,None,False,Gas,False,True,2023-05-27,Gray,Sandra,False,Poor,Excellent,Good,Excellent,5.0,2.86,45.0,4F5 Wood BR9 Window,200.23215
2.0,1.0,119.0,Rural,62.0,None,,Oil Heating,True,True,2023-07-20,White,Laura,False,Poor,Good,Excellent,Good,5.0,1.49,190.4,Aluminum 0JCTOF0,315.93139
1.0,2.0,90.0,Rural,37.0,None,False,Oil Heating,False,True,2022-08-05,Green,Daniel,False,Good,Good,Poor,Excellent,5.0,2.45,142.4,ZF4 Steel KUFYQS Window,385.52205
1.0,,52.0,Urban,66.0,Good,,Oil,False,True,2023-10-12,Green,,False,Poor,Good,Excellent,Excellent,15.0,1.9,81.6,GTR5R Wood C8MDFY,194.79931
2.0,,79.0,Rural,42.0,Good,,Gas,False,False,2022-05-20,,Johanna,False,Good,Excellent,Good,Excellent,15.0,3.04,,Wood L0F,261.80575
,2.0,83.0,Suburban,49.0,Good,False,Oil,False,True,2021-08-12,,Daniel,False,Good,Poor,Excellent,Poor,15.0,3.04,,A19QW Wood IFPQ,136.55662
1.0,1.0,50.0,,27.0,Poor,False,Oil Heating,False,False,2021-05-25,Green,Andreas,False,Good,Good,Good,Good,11.0,2.76,,VS94 Aluminum IU187,141.68851
2.0,2.0,85.0,Rural,32.0,None,True,Electric,False,True,2022-12-09,,Roman,False,Poor,Poor,Good,Good,5.0,2.93,,6WWD0 Aluminum B7J83 Window,157.47513
4.0,1.0,144.0,Urban,63.0,Poor,False,Oil Heating,False,True,2021-04-24,Green,,False,Excellent,Good,Excellent,Poor,11.0,1.98,228.8,6E98GBO Wood Q2FYUI Window,317.92813
1.0,1.0,52.0,Suburban,66.0,None,,Electricity,True,True,2023-07-11,Green,Daniel,False,Poor,Good,Good,Excellent,5.0,3.33,31.2,Wood XY196K6 Window,83.2739
